Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Direction
HA+P2 / SHAM,I3L6S5,I3L6S5,0.5847349605774536,0.5847349605774536,1.9863511609557388e-05,0.0003253371211652,106,I3L6S5,PDE3A,Phosphodiesterase,I3L6S5_PIG,2,49.97634404418287,1.4997634404418287,HA+P2,SHAM,"cytosol,membrane","3',5'-cyclic-AMP phosphodiesterase activity,cGMP-inhibited cyclic-nucleotide phosphodiesterase activity,estrogen receptor activity,metal ion binding,3',5'-cyclic-GMP phosphodiesterase activity,Requires Ontology","oocyte maturation,response to xenobiotic stimulus,cAMP-mediated signaling,cGMP-mediated signaling,intracellular steroid hormone receptor signaling pathway,regulation of meiotic nuclear division,negative regulation of vascular permeability,positive regulation of vascular permeability,positive regulation of oocyte development,cellular response to cGMP,cellular response to transforming growth factor beta stimulus,apoptotic signaling pathway,Requires Ontology",Upregulated
EMD / SHAM,F1S5Z8,F1S5Z8,0.5819992033207446,0.5819992033207446,0.001785912274328,0.0073941966433368,104,F1S5Z8,SYPL2,MARVEL domain-containing protein,F1S5Z8_PIG,4,49.692216016812594,1.496922160168126,EMD,SHAM,,,,Upregulated
NB / SHAM,F1RZP1,F1RZP1,0.5819230142440545,0.5819230142440545,0.0258029690430676,0.0469369628331258,90,F1RZP1,TRAF3IP2,SEFIR domain-containing protein,F1RZP1_PIG,2,49.68431094314143,1.4968431094314143,NB,SHAM,,,,Upregulated
VetricynVF / SHAM,F1RLI6,F1RLI6,0.5815222658183162,0.5815222658183162,0.0268792875853878,0.0482392892340531,82,F1RLI6,SLC25A46,Uncharacterized protein,F1RLI6_PIG,2,49.642737762608256,1.4964273776260826,VetricynVF,SHAM,,,,Upregulated
HA+P6 / SHAM,F1SGE2,F1SGE2,0.5802903807559651,0.5802903807559651,0.000335102024319,0.0023340907698757,106,F1SGE2,SPRYD3,B30.2/SPRY domain-containing protein,F1SGE2_PIG,2,49.51501570945338,1.4951501570945338,HA+P6,SHAM,,,,Upregulated
HA+P2/P6 / SHAM,P49933,P49933,-1.3469323208629915,1.3469323208629915,0.0080184290987285,0.0209629313168509,112,P49933,NPG4,Protegrin-4,PG4_PIG,2,-60.68729121405303,0.3931270878594697,HA+P2/P6,SHAM,extracellular space,lipopolysaccharide binding,"innate immune response,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,Requires Ontology",Downregulated
HA+P2 / SHAM,P49933,P49933,-1.2509674469135048,1.2509674469135048,0.0113933389868338,0.0267155905937654,106,P49933,NPG4,Protegrin-4,PG4_PIG,2,-57.98336433229826,0.4201663566770174,HA+P2,SHAM,extracellular space,lipopolysaccharide binding,"innate immune response,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,Requires Ontology",Downregulated
NB REM / SHAM,A0A286ZVM1,A0A286ZVM1,-1.1770660013973773,1.1770660013973773,6.495276568059775e-11,4.5579520770264804e-08,90,A0A286ZVM1,JADE1,Jade family PHD finger 1,A0A286ZVM1_PIG,2,-55.77500151511832,0.4422499848488168,NB REM,SHAM,,,,Downregulated
EMD / SHAM,P49933,P49933,-1.132305340871425,1.132305340871425,0.0253394013411328,0.0463972872289396,104,P49933,NPG4,Protegrin-4,PG4_PIG,2,-54.38138160021953,0.4561861839978047,EMD,SHAM,extracellular space,lipopolysaccharide binding,"innate immune response,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,Requires Ontology",Downregulated
NB REM / SHAM,A0A287BCL9,A0A287BCL9,-1.1112620129167778,1.1112620129167778,1.2399246017766935e-10,7.113832754594068e-08,90,A0A287BCL9,QRICH2,Glutamine rich 2,A0A287BCL9_PIG,2,-53.71110632572827,0.4628889367427173,NB REM,SHAM,,,,Downregulated
VetricynVF / SHAM,P49933,P49933,-1.1069372557687966,1.1069372557687966,0.0236083074501597,0.0441674940850254,82,P49933,NPG4,Protegrin-4,PG4_PIG,2,-53.5721382350409,0.4642786176495909,VetricynVF,SHAM,extracellular space,lipopolysaccharide binding,"innate immune response,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,Requires Ontology",Downregulated
NB REM / SHAM,P12069,P12069,-1.03307240627671,1.03307240627671,2.865414336747157e-06,8.347237447029677e-05,90,P12069,ENSSSCG00005016987,Lysozyme C-3,LYSC3_PIG,3,-51.13316427984991,0.488668357201501,NB REM,SHAM,,,,Downregulated
HA+P2 / SHAM,A0A287A9A2,A0A287A9A2,-0.9809498371932212,0.9809498371932212,3.390467492132545e-05,0.0004778644134966,106,A0A287A9A2,PEX1,AAA domain-containing protein,A0A287A9A2_PIG,2,-49.33539340375727,0.5066460659624273,HA+P2,SHAM,,,,Downregulated
NB REM / SHAM,F1RT10,F1RT10,-0.9637594748502192,0.9637594748502192,9.602250491005648e-11,5.9454875687250255e-08,90,F1RT10,CDKN2AIP,CDKN2A interacting protein,F1RT10_PIG,2,-48.72809079977048,0.5127190920022952,NB REM,SHAM,"nucleoplasm,nucleolus,granular component","p53 binding,RNA binding","cellular response to DNA damage stimulus,positive regulation of signal transduction,positive regulation of cell growth,negative regulation of cell growth,regulation of protein stability",Downregulated
HA+EMD / SHAM,F1S1M5,F1S1M5,-0.9633415588216476,0.9633415588216476,5.419765947976741e-09,1.0970856993923685e-06,112,F1S1M5,TNMD,BRICHOS domain-containing protein,F1S1M5_PIG,3,-48.71323633928398,0.5128676366071602,HA+EMD,SHAM,membrane,,"negative regulation of endothelial cell proliferation,negative regulation of angiogenesis",Downregulated
NB REM / SHAM,I3LRU2,I3LRU2,-0.962703051083568,0.962703051083568,3.6753630821877225e-06,9.9537406011427e-05,90,I3LRU2,ELOA,Elongin-A,I3LRU2_PIG,2,-48.69053282802259,0.5130946717197741,NB REM,SHAM,,,,Downregulated
NB / SHAM,A0A5G2QW99,A0A5G2QW99,-0.9596151741891896,0.9596151741891896,2.28621469232066e-08,2.9228375527976438e-06,90,A0A5G2QW99,KLK9,Peptidase S1 domain-containing protein,A0A5G2QW99_PIG,2,-48.5805948365621,0.514194051634379,NB,SHAM,,,,Downregulated
NB REM / SHAM,A0A287A9A2,A0A287A9A2,-0.9555609787986372,0.9555609787986372,5.156932980261207e-05,0.0006436586152201,90,A0A287A9A2,PEX1,AAA domain-containing protein,A0A287A9A2_PIG,2,-48.43589516513246,0.5156410483486754,NB REM,SHAM,,,,Downregulated
HA / SHAM,A0A287BKJ3,A0A287BKJ3,-0.9314701748506306,0.9314701748506306,1.013395270813231e-05,0.0002018990275188,108,A0A287BKJ3,PABPC4L,Poly(A) binding protein cytoplasmic 4 like,A0A287BKJ3_PIG,2,-47.56762413680723,0.5243237586319277,HA,SHAM,"nucleus,cytosol,cytoplasmic stress granule,ribonucleoprotein complex","mRNA 3'-UTR binding,poly(A) binding,poly(U) RNA binding",,Downregulated
VetricynVF / SHAM,P32196,P32196,-0.9283791619555136,0.9283791619555136,0.0005801052535225,0.0034067343054946,82,P32196,NPG3,Protegrin-3,PG3_PIG,2,-47.45516593314555,0.5254483406685445,VetricynVF,SHAM,extracellular space,lipopolysaccharide binding,"innate immune response,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,Requires Ontology",Downregulated
VetricynVF / SHAM,Q28833,Q28833,-0.9194636498523712,0.9194636498523712,0.0034351893020277,0.0116241328524895,82,Q28833,VWF,von Willebrand factor,VWF_PIG,2,-47.12944596083057,0.5287055403916943,VetricynVF,SHAM,"extracellular space,extracellular matrix,extracellular region,endoplasmic reticulum,Weibel-Palade body,Requires Ontology","protease binding,integrin binding,protein binding,collagen binding,immunoglobulin binding,identical protein binding,chaperone binding","cell adhesion,blood coagulation,hemostasis,platelet activation,cell-substrate adhesion",Downregulated
NB REM / SHAM,A0A286ZVF1,A0A286ZVF1,-0.9143601992012572,0.9143601992012572,4.427681878778058e-07,2.2852471525140928e-05,90,A0A286ZVF1,ATG9A,Autophagy-related protein 9,A0A286ZVF1_PIG,2,-46.94208823146193,0.5305791176853807,NB REM,SHAM,,,,Downregulated
HA / SHAM,P12069,P12069,-0.8977534702841766,0.8977534702841766,1.4642677726845506e-05,0.0002633180394409,108,P12069,ENSSSCG00005016987,Lysozyme C-3,LYSC3_PIG,3,-46.32781488698583,0.5367218511301417,HA,SHAM,,,,Downregulated
HA+EMD / SHAM,Q28833,Q28833,-0.8808890610691436,0.8808890610691436,0.0020867147526412,0.0082289281695523,112,Q28833,VWF,von Willebrand factor,VWF_PIG,2,-45.696731585614,0.54303268414386,HA+EMD,SHAM,"extracellular space,extracellular matrix,extracellular region,endoplasmic reticulum,Weibel-Palade body,Requires Ontology","protease binding,integrin binding,protein binding,collagen binding,immunoglobulin binding,identical protein binding,chaperone binding","cell adhesion,blood coagulation,hemostasis,platelet activation,cell-substrate adhesion",Downregulated
NB / SHAM,A0A287BBP5,A0A287BBP5,-0.873847395913213,0.873847395913213,1.9687631987811175e-12,3.2720844363742172e-09,90,A0A287BBP5,LITAF,LITAF domain-containing protein,A0A287BBP5_PIG,2,-45.43103430599117,0.5456896569400883,NB,SHAM,,,,Downregulated
NB / SHAM,I3L954,I3L954,-0.8733600307640832,0.8733600307640832,5.126134516599475e-13,1.216426363228785e-09,90,I3L954,TKTL1,Transket_pyr domain-containing protein,I3L954_PIG,3,-45.412596934292594,0.5458740306570741,NB,SHAM,cytosol,"transketolase activity,thiamine pyrophosphate binding",,Downregulated
NB REM / SHAM,Cont_Q2KJ63,Cont_Q2KJ63,-0.8663581836724906,0.8663581836724906,0.0068428153831738,0.0187620408239873,90,Cont_Q2KJ63,KLKB1,Plasma kallikrein,KLKB1_BOVIN,2,-45.14702337981199,0.5485297662018801,NB REM,SHAM,,,,Downregulated
VetricynVF / SHAM,A0A286ZWB0,A0A286ZWB0,-0.855088468562571,0.855088468562571,0.0007296310202439,0.0040000500620246,82,A0A286ZWB0,CREB1,Cyclic AMP-responsive element-binding protein 1 isoform B,A0A286ZWB0_PIG,2,-44.716857496129606,0.552831425038704,VetricynVF,SHAM,,,,Downregulated
NB REM / SHAM,A0A5G2R9M3,A0A5G2R9M3,-0.8542643520222821,0.8542643520222821,3.728087229653439e-06,0.0001001092331038,90,A0A5G2R9M3,GATB,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",A0A5G2R9M3_PIG,2,-44.685268860996,0.55314731139004,NB REM,SHAM,,,,Downregulated
HA / SHAM,F1S1M5,F1S1M5,-0.8449842338165913,0.8449842338165913,1.6865616801401765e-07,1.167943963497072e-05,108,F1S1M5,TNMD,BRICHOS domain-containing protein,F1S1M5_PIG,3,-44.32831069577071,0.5567168930422929,HA,SHAM,membrane,,"negative regulation of endothelial cell proliferation,negative regulation of angiogenesis",Downregulated
NB / SHAM,F1SJA5,F1SJA5,-0.8403868902137228,0.8403868902137228,0.0001094553633359,0.0010777616038108,90,F1SJA5,TRPM6,Alpha-type protein kinase domain-containing protein,F1SJA5_PIG,2,-44.15062233633872,0.5584937766366128,NB,SHAM,"plasma membrane,apical plasma membrane,nucleus,brush border membrane","3-phosphoinositide-dependent protein kinase activity,DNA-dependent protein kinase activity,AMP-activated protein kinase activity,eukaryotic translation initiation factor 2alpha kinase activity,ribosomal protein S6 kinase activity,cation channel activity,calcium channel activity,ATP binding,magnesium ion transmembrane transporter activity,histone kinase activity (H3-S10 specific),histone kinase activity (H3-T11 specific),histone kinase activity (H3-T6 specific),histone kinase activity (H2A-S139 specific),histone kinase activity (H3-S28 specific),histone kinase activity (H4-S1 specific),histone kinase activity (H2A-S1 specific),histone kinase activity (H2B-S14 specific),metal ion binding,histone kinase activity (H3-T3 specific),histone kinase activity (H2A-S121 specific),Rho-dependent protein serine/threonine kinase activity,Requires Ontology,histone kinase activity (H2A-T120 specific)","chromatin remodeling,response to toxic substance,metal ion transport,protein tetramerization,calcium ion transmembrane transport,cation transmembrane transport,magnesium ion transmembrane transport",Downregulated
HA+P6 / SHAM,A0A287A9A2,A0A287A9A2,-0.8391191409370576,0.8391191409370576,0.0014491548684686,0.0063969430943837,106,A0A287A9A2,PEX1,AAA domain-containing protein,A0A287A9A2_PIG,2,-44.10152386171482,0.5589847613828518,HA+P6,SHAM,,,,Downregulated
EMD / SHAM,Q28833,Q28833,-0.8345459571994166,0.8345459571994166,0.0091700506287871,0.0229764229751519,104,Q28833,VWF,von Willebrand factor,VWF_PIG,2,-43.92405073746751,0.5607594926253249,EMD,SHAM,"extracellular space,extracellular matrix,extracellular region,endoplasmic reticulum,Weibel-Palade body,Requires Ontology","protease binding,integrin binding,protein binding,collagen binding,immunoglobulin binding,identical protein binding,chaperone binding","cell adhesion,blood coagulation,hemostasis,platelet activation,cell-substrate adhesion",Downregulated
NB / SHAM,I3LRU2,I3LRU2,-0.8294624828636122,0.8294624828636122,0.000430732203965,0.0027696317525574,90,I3LRU2,ELOA,Elongin-A,I3LRU2_PIG,2,-43.72611323127359,0.5627388676872641,NB,SHAM,,,,Downregulated
HA+P2/P6 / SHAM,P12069,P12069,-0.8281021839268717,0.8281021839268717,0.0003891242283888,0.0025874425950856,112,P12069,ENSSSCG00005016987,Lysozyme C-3,LYSC3_PIG,3,-43.67302827138916,0.5632697172861084,HA+P2/P6,SHAM,,,,Downregulated
NB / SHAM,A0A287B2P7,A0A287B2P7,-0.8274261078650716,0.8274261078650716,1.0991827865055089e-07,8.80608565644416e-06,90,A0A287B2P7,PIGX,Phosphatidylinositol-glycan biosynthesis class X protein,A0A287B2P7_PIG,2,-43.6466261279206,0.563533738720794,NB,SHAM,endoplasmic reticulum membrane,,GPI anchor biosynthetic process,Downregulated
VetricynVF / SHAM,A0A5G2QTS2,A0A5G2QTS2,-0.8248906650238329,0.8248906650238329,7.774847622269686e-10,2.7121554526822654e-07,82,A0A5G2QTS2,LOC100153925,Uncharacterized protein,A0A5G2QTS2_PIG,2,-43.5475016562066,0.564524983437934,VetricynVF,SHAM,,,,Downregulated
NB REM / SHAM,A0A287B2B5,A0A287B2B5,-0.8173744203790229,0.8173744203790229,1.08137479349798e-08,1.7972449067936427e-06,90,A0A287B2B5,SHFL,Uncharacterized protein,A0A287B2B5_PIG,3,-43.25262436128179,0.5674737563871821,NB REM,SHAM,"cytoplasmic mRNA processing body,nucleoplasm,cytosol","ribosome binding,sequence-specific mRNA binding","regulation of translational termination,response to type I interferon,response to interferon-gamma,response to type III interferon,response to interferon-beta,negative regulation of viral genome replication,innate immune response,defense response to virus,viral translational frameshifting,negative regulation of translational frameshifting",Downregulated
NB REM / SHAM,A0A5G2QW99,A0A5G2QW99,-0.8076423413470759,0.8076423413470759,2.499688786313051e-07,1.529751404926231e-05,90,A0A5G2QW99,KLK9,Peptidase S1 domain-containing protein,A0A5G2QW99_PIG,2,-42.868525944364485,0.5713147405563551,NB REM,SHAM,,,,Downregulated
NB / SHAM,Cont_E1BCW0,Cont_E1BCW0,-0.8069247816371171,0.8069247816371171,2.5866619521917267e-08,3.153730159317001e-06,90,Cont_E1BCW0,HGFAC,HGF activator,E1BCW0_BOVIN,2,-42.84010313879891,0.5715989686120109,NB,SHAM,,,,Downregulated
NB / SHAM,Q28833,Q28833,-0.8042899624703331,0.8042899624703331,0.0135239856994796,0.0301065404317134,90,Q28833,VWF,von Willebrand factor,VWF_PIG,2,-42.73561563555853,0.5726438436444148,NB,SHAM,"extracellular space,extracellular matrix,extracellular region,endoplasmic reticulum,Weibel-Palade body,Requires Ontology","protease binding,integrin binding,protein binding,collagen binding,immunoglobulin binding,identical protein binding,chaperone binding","cell adhesion,blood coagulation,hemostasis,platelet activation,cell-substrate adhesion",Downregulated
NB REM / SHAM,A0A286ZYV6,A0A286ZYV6,-0.7953297283148707,0.7953297283148707,7.484363897933653e-08,6.583321536739522e-06,90,A0A286ZYV6,SLC11A2,Solute carrier family 11 member 2,A0A286ZYV6_PIG,2,-42.37885349264147,0.5762114650735853,NB REM,SHAM,,,,Downregulated
HA / SHAM,A0A286ZRM2,A0A286ZRM2,-0.7933576571729052,0.7933576571729052,0.0004904487843706,0.0030361481499423,108,A0A286ZRM2,ANKLE1,Ankyrin repeat and LEM domain containing 1,A0A286ZRM2_PIG,2,-42.30003524147625,0.5769996475852375,HA,SHAM,,,,Downregulated
VetricynVF / SHAM,P12069,P12069,-0.7932588644795947,0.7932588644795947,0.0009308972543759,0.0047109189204565,82,P12069,ENSSSCG00005016987,Lysozyme C-3,LYSC3_PIG,3,-42.29608393510954,0.5770391606489046,VetricynVF,SHAM,,,,Downregulated
HA+P2/P6 / SHAM,A0A287A9A2,A0A287A9A2,-0.7917156459147031,0.7917156459147031,0.0018809660254898,0.0076700858926805,112,A0A287A9A2,PEX1,AAA domain-containing protein,A0A287A9A2_PIG,2,-42.23432632434406,0.5776567367565594,HA+P2/P6,SHAM,,,,Downregulated
HA+P2/P6 / SHAM,F1S503,F1S503,-0.7885979631606116,0.7885979631606116,9.256502176222583e-10,3.109593890646348e-07,112,F1S503,BPIFB5,Uncharacterized protein,F1S503_PIG,2,-42.10935897254509,0.5789064102745491,HA+P2/P6,SHAM,,lipid binding,,Downregulated
NB / SHAM,F1SSK1,F1SSK1,-0.7873229663287903,0.7873229663287903,4.541629346288714e-15,2.39025952495175e-11,90,F1SSK1,KIAA0586,KIAA0586,F1SSK1_PIG,3,-42.05817489914856,0.5794182510085144,NB,SHAM,"centriole,ciliary basal body,centrosome",,"smoothened signaling pathway,cilium morphogenesis",Downregulated
NB / SHAM,A0A287BAJ5,A0A287BAJ5,-0.7838727916287791,0.7838727916287791,1.7639353665917165e-05,0.0002998600290195,90,A0A287BAJ5,EPHA7,EPH receptor A7,A0A287BAJ5_PIG,4,-41.919442427209006,0.5808055757279099,NB,SHAM,"plasma membrane,dendrite,glutamatergic synapse","GPI-linked ephrin receptor activity,transmembrane-ephrin receptor activity,epidermal growth factor-activated receptor activity,fibroblast growth factor-activated receptor activity,hepatocyte growth factor-activated receptor activity,insulin-activated receptor activity,insulin-like growth factor-activated receptor activity,macrophage colony-stimulating factor receptor activity,platelet-derived growth factor alpha-receptor activity,platelet-derived growth factor beta-receptor activity,stem cell factor receptor activity,vascular endothelial growth factor-activated receptor activity,ATP binding,axon guidance receptor activity,boss receptor activity,growth factor binding,placental growth factor-activated receptor activity,protein tyrosine kinase collagen receptor activity,chemorepellent activity,brain-derived neurotrophic factor-activated receptor activity","epidermal growth factor receptor signaling pathway,axon guidance,brain development,insulin receptor signaling pathway,fibroblast growth factor receptor signaling pathway,regulation of cell-cell adhesion,retinal ganglion cell axon guidance,brain-derived neurotrophic factor receptor signaling pathway,platelet-derived growth factor receptor-alpha signaling pathway,platelet-derived growth factor receptor-beta signaling pathway,vascular endothelial growth factor receptor-1 signaling pathway,collagen-activated tyrosine kinase receptor signaling pathway,vascular endothelial growth factor signaling pathway,Kit signaling pathway,macrophage colony-stimulating factor signaling pathway,positive regulation of neuron apoptotic process,insulin-like growth factor receptor signaling pathway,hepatocyte growth factor receptor signaling pathway,ephrin receptor signaling pathway,negative regulation of collateral sprouting,branching morphogenesis of a nerve,modulation of synaptic transmission,negative chemotaxis,neuron apoptotic process,negative regulation of synapse assembly,regulation of ERK1 and ERK2 cascade,nephric duct morphogenesis,Requires Ontology",Downregulated
HA+P2/P6 / SHAM,F1RT78,F1RT78,-0.7824290650670199,0.7824290650670199,0.0057644419971368,0.0166556454740222,112,F1RT78,XYLT2,Xylosyltransferase 2,F1RT78_PIG,2,-41.86129125075821,0.581387087492418,HA+P2/P6,SHAM,"Golgi membrane,extracellular space","magnesium ion binding,manganese ion binding,protein xylosyltransferase activity","heparan sulfate proteoglycan biosynthetic process,chondroitin sulfate biosynthetic process,heparin biosynthetic process,chondroitin sulfate proteoglycan biosynthetic process",Downregulated
VetricynVF / SHAM,A0A5G2R9M3,A0A5G2R9M3,-0.7814763026784314,0.7814763026784314,4.263850693948704e-06,0.0001095556364633,82,A0A5G2R9M3,GATB,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",A0A5G2R9M3_PIG,2,-41.82288350125978,0.5817711649874022,VetricynVF,SHAM,,,,Downregulated
NB / SHAM,F1RZV0,F1RZV0,-0.7780842399160183,0.7780842399160183,6.157804347705378e-08,5.8254310183288815e-06,90,F1RZV0,ZNF451,Zinc finger protein 451,F1RZV0_PIG,2,-41.68593660665364,0.5831406339334636,NB,SHAM,,,,Downregulated
NB / SHAM,F1RT10,F1RT10,-0.7770348478623462,0.7770348478623462,7.618378815750793e-08,6.68258795121607e-06,90,F1RT10,CDKN2AIP,CDKN2A interacting protein,F1RT10_PIG,2,-41.64350450959849,0.583564954904015,NB,SHAM,"nucleoplasm,nucleolus,granular component","p53 binding,RNA binding","cellular response to DNA damage stimulus,positive regulation of signal transduction,positive regulation of cell growth,negative regulation of cell growth,regulation of protein stability",Downregulated
NB REM / SHAM,A0A287BP93,A0A287BP93,-0.7727747593549492,0.7727747593549492,1.329989786667536e-05,0.000245259794048,90,A0A287BP93,MRPL57,Mitochondrial ribosomal protein L57,A0A287BP93_PIG,3,-41.47093079342186,0.5852906920657814,NB REM,SHAM,"mitochondrial ribosome,mitochondrial large ribosomal subunit",structural constituent of ribosome,translation,Downregulated
NB / SHAM,I3LUP1,I3LUP1,-0.7681307281038274,0.7681307281038274,6.731349529295879e-06,0.0001501147990367,90,I3LUP1,GMPPA,Mannose-1-phosphate guanyltransferase alpha,GMPPA_PIG,2,-41.28222232232338,0.5871777767767662,NB,SHAM,"cytoplasm,Requires Ontology",transferase activity,biosynthetic process,Downregulated
HA+EMD / SHAM,F1S5N3,F1S5N3,-0.7629943187449992,0.7629943187449992,3.7145324725149514e-06,0.0001000574035018,112,F1S5N3,SORCS3,PKD domain-containing protein,F1S5N3_PIG,3,-41.07279755773837,0.5892720244226163,HA+EMD,SHAM,,,,Downregulated
HA+P6 / SHAM,A0A286ZRM2,A0A286ZRM2,-0.7589791184256325,0.7589791184256325,0.0004223175950105,0.0027372629341632,106,A0A286ZRM2,ANKLE1,Ankyrin repeat and LEM domain containing 1,A0A286ZRM2_PIG,2,-40.90856736981563,0.5909143263018437,HA+P6,SHAM,,,,Downregulated
VetricynVF / SHAM,A0A286ZXF4,A0A286ZXF4,-0.7500631445737346,0.7500631445737346,5.781176482057231e-05,0.0006944008784724,82,A0A286ZXF4,ENSSSCG00000031292,WAP domain-containing protein,A0A286ZXF4_PIG,3,-40.542246682496064,0.5945775331750394,VetricynVF,SHAM,extracellular space,serine-type endopeptidase inhibitor activity,"antibacterial humoral response,innate immune response",Downregulated
NB REM / SHAM,I3L8I2,I3L8I2,-0.7489684455122507,0.7489684455122507,4.687331530659538e-07,2.3758676577073336e-05,90,I3L8I2,NEK8,Protein kinase domain-containing protein,I3L8I2_PIG,3,-40.49711375747006,0.5950288624252994,NB REM,SHAM,,,,Downregulated
EMD / SHAM,A0A287AJ98,A0A287AJ98,-0.7488825999551154,0.7488825999551154,2.3846382489872373e-08,2.9966213669692776e-06,104,A0A287AJ98,RRM2,Uncharacterized protein,A0A287AJ98_PIG,4,-40.49357301583525,0.5950642698416475,EMD,SHAM,,,,Downregulated
NB / SHAM,P12069,P12069,-0.7457850200989533,0.7457850200989533,0.0009312038729967,0.0047109189204565,90,P12069,ENSSSCG00005016987,Lysozyme C-3,LYSC3_PIG,3,-40.36567077237571,0.5963432922762429,NB,SHAM,,,,Downregulated
HA+EMD / SHAM,A0A287AYU7,A0A287AYU7,-0.7455684355075457,0.7455684355075457,2.5627711575147005e-08,3.138276509122959e-06,112,A0A287AYU7,PGAP3,Post-GPI attachment to proteins factor 3,A0A287AYU7_PIG,2,-40.35671749672836,0.5964328250327164,HA+EMD,SHAM,,,,Downregulated
NB / SHAM,A0A5K1VBK6,A0A5K1VBK6,-0.7412497408020504,0.7412497408020504,0.0001223727242573,0.0011587064127735,90,A0A5K1VBK6,PIK3C2G,Phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,A0A5K1VBK6_PIG,2,-40.177908365594426,0.5982209163440557,NB,SHAM,,,,Downregulated
NB / SHAM,C3UP60,C3UP60,-0.734619152515887,0.734619152515887,9.817283194513342e-05,0.0010016483641885,90,C3UP60,MAL2,MARVEL domain-containing protein,C3UP60_PIG,2,-39.90233483392379,0.6009766516607621,NB,SHAM,"membrane,membrane raft",structural constituent of myelin sheath,myelination,Downregulated
NB REM / SHAM,F1SPQ0,F1SPQ0,-0.7340487149811631,0.7340487149811631,1.879707215749749e-07,1.2567662094223075e-05,90,F1SPQ0,TCP11L2,T-complex 11 like 2,F1SPQ0_PIG,3,-39.87856768883956,0.6012143231116044,NB REM,SHAM,,,signal transduction,Downregulated
HA+P6 / SHAM,P12069,P12069,-0.7299394651210654,0.7299394651210654,0.0008187990208192,0.0043036011117558,106,P12069,ENSSSCG00005016987,Lysozyme C-3,LYSC3_PIG,3,-39.70707880284715,0.6029292119715285,HA+P6,SHAM,,,,Downregulated
NB / SHAM,F1RLB2,F1RLB2,-0.723145506484479,0.723145506484479,5.709692491958081e-10,2.146436541798241e-07,90,F1RLB2,SPINK9,Kazal-like domain-containing protein,F1RLB2_PIG,3,-39.422476978646095,0.6057752302135391,NB,SHAM,extracellular region,serine-type endopeptidase inhibitor activity,,Downregulated
NB / SHAM,Cont_Q2KJ63,Cont_Q2KJ63,-0.7226943240238771,0.7226943240238771,0.0036488233251101,0.0121440285582132,90,Cont_Q2KJ63,KLKB1,Plasma kallikrein,KLKB1_BOVIN,2,-39.403529252801626,0.6059647074719837,NB,SHAM,,,,Downregulated
HA+EMD / SHAM,A0A286ZRB3,A0A286ZRB3,-0.7223855370232485,0.7223855370232485,6.272335806917351e-07,2.85400317162588e-05,112,A0A286ZRB3,ENSSSCG00000036469,Histone domain-containing protein,A0A286ZRB3_PIG,2,-39.39055810885976,0.6060944189114024,HA+EMD,SHAM,,,,Downregulated
NB / SHAM,A0A287BGY0,A0A287BGY0,-0.718736810086017,0.718736810086017,1.0136643659063853e-08,1.702632624818714e-06,90,A0A287BGY0,ACTG2,"Actin gamma 2, smooth muscle",A0A287BGY0_PIG,6,-39.23707647534691,0.6076292352465309,NB,SHAM,,,,Downregulated
NB REM / SHAM,A0A287BE26,A0A287BE26,-0.7166053693591256,0.7166053693591256,1.1033960443398666e-09,3.519499019006496e-07,90,A0A287BE26,MRPL51,Mitochondrial ribosomal protein L51,A0A287BE26_PIG,2,-39.147238855879394,0.608527611441206,NB REM,SHAM,,,,Downregulated
HA+P2 / SHAM,A0A286ZRB3,A0A286ZRB3,-0.7157674380844445,0.7157674380844445,9.67830982294687e-09,1.6343404683904612e-06,106,A0A286ZRB3,ENSSSCG00000036469,Histone domain-containing protein,A0A286ZRB3_PIG,2,-39.111884715881885,0.6088811528411812,HA+P2,SHAM,,,,Downregulated
NB / SHAM,A0A5G2QYF1,A0A5G2QYF1,-0.7120916333094727,0.7120916333094727,4.279749909074667e-06,0.0001097854936058,90,A0A5G2QYF1,DSCAML1,DS cell adhesion molecule like 1,A0A5G2QYF1_PIG,2,-38.95655168688887,0.6104344831311113,NB,SHAM,"plasma membrane,axon,cell surface","protein homodimerization activity,protein binding involved in cell-cell adhesion","homophilic cell adhesion via plasma membrane adhesion molecules,axon guidance,central nervous system development,brain development,embryonic skeletal system morphogenesis,dendrite self-avoidance",Downregulated
HA+P2 / SHAM,A0A287ADL0,A0A287ADL0,-0.709010927942111,0.709010927942111,4.239425443768952e-05,0.0005626015302141,106,A0A287ADL0,COLEC11,C-type lectin domain-containing protein,A0A287ADL0_PIG,2,-38.82606131769823,0.6117393868230178,HA+P2,SHAM,,,,Downregulated
